ImageId,PredictionString
ID_8e217493f,0.17507689 3.1306016 -3.1220725 -1.3187192811113846 13.13579172460355 68.14773559570312 0.9541234 0.12007989 3.1398172 -3.119539 -4.808209291720438 11.732735991187027 59.70389938354492 0.9311478 0.15834874 3.0783238 -3.0900223 2.042881168645593 9.964105416157949 48.834808349609375 0.97726506 0.1780843 3.131285 -3.1189816 -8.65300846848099 7.840149180487234 37.05901336669922 0.96578383 0.17767791 3.1300786 -3.122641 -8.80610974652769 6.734227964722908 31.27554702758789 0.97952497 0.1482998 3.1357298 -3.1255405 -5.0428321757381696 6.465552811836446 30.027748107910156 0.99234605 0.13150632 0.12760107 -3.100957 6.128354071824141 7.630131871239531 35.436363220214844 0.8995587 0.19681597 0.08469427 -3.0716233 6.4647540819259675 6.92929198403526 31.09525489807129 0.9092577 0.18603103 3.1272101 -3.1128953 -11.213645838621948 6.157496926218805 27.173229217529297 0.9107784 0.16782892 3.1339922 -3.0918221 5.65884253519544 4.4457148368343695 17.842365264892578 0.94327193 0.17033115 0.15638125 -3.068895 2.2520469235334044 3.5946036815057294 12.701188087463379 0.99578875
ID_90b879edb,0.16699396 -3.1011372 -3.1034718 46.01596240221575 10.568542327447588 68.11958312988281 0.6400662 0.097038716 -3.0776255 -3.1339319 17.93938032719818 18.11183964025662 106.42129516601562 0.9675363 0.24386904 -2.959689 -3.098376 44.04983699955842 16.248890764783752 95.47500610351562 0.92603517 0.17055726 0.06693734 -3.0900214 37.98571924957082 15.987413554422332 91.9076919555664 0.7002199 0.15100479 -0.018396655 -3.0944724 34.050691033307615 10.071445788585699 57.89825439453125 0.9711547 0.13377202 0.020692984 -3.1090791 8.316585404461328 13.224782724444495 74.41712951660156 0.862501 0.15755117 0.06696823 -3.0827432 2.2922755323405397 11.564337899417701 61.188961029052734 0.9404506 0.14163527 -2.7754896 -3.1390443 23.454575920831857 7.115340361865204 33.63296890258789 0.9964078 0.22552668 3.1214924 -3.1144059 -9.631619392656116 4.748441426512343 21.308670043945312 0.5784519 0.1940286 3.1303682 -3.1148088 -7.704344071479589 4.788307927371985 21.13095474243164 0.7354279 0.19443059 0.1179396 -3.06432 0.09726574264035115 3.8468660165969055 14.15689754486084 0.99886703
ID_0d6b5681f,0.18196552 3.1287565 -3.1160111 -8.559164506171614 6.880826078656547 30.877763748168945 0.8945387 0.123492226 3.1382074 -3.1100912 -9.235211859715623 5.9538494839172245 26.274526596069336 0.5216856 0.21749449 -0.00890561 -3.0618067 0.3294910414574268 6.642162702964306 29.312074661254883 0.6287308 0.21614803 0.01083537 -3.083214 -7.965041880777717 5.566245344296654 24.16299819946289 0.90373456 0.19318926 -0.04100489 -3.0943522 0.8302127466265539 5.873685975253984 25.08802032470703 0.89186174 0.16590905 0.11003874 -3.081451 3.2315499956429576 6.515137763657641 27.82782554626465 0.53207463 0.15972865 0.03545044 -3.0796993 1.5343606279355804 5.4481807851653485 22.546247482299805 0.94300634 0.13304436 -0.086507 -3.104204 8.516876938012427 6.672968499719783 27.614795684814453 0.81708497 0.18008971 -0.0067247585 -3.0745356 2.3143917956973112 5.288993806281354 21.55206298828125 0.842875 0.16350687 0.042334534 -3.0748646 3.1930967153746614 5.679199749652948 23.142108917236328 0.9704033 0.2882178 -0.021619232 -3.079722 -6.9252183525686 2.9591754422331427 11.876310348510742 0.62199956 0.1628195 -0.003904837 -3.0953743 6.432292152798979 5.860959122828692 23.52228546142578 0.7205314 0.16119434 0.004702455 -3.086812 -6.626077010634008 4.288183817894401 16.954235076904297 0.9340553 0.13930035 0.013617989 -3.1006052 3.9667614519158185 4.929466128541822 19.48967933654785 0.5665436 0.14557058 -3.1137884 -3.1034732 5.030870682863657 5.335340520171869 21.094388961791992 0.92856944 0.16860282 0.021764925 -3.0859747 6.9452127254965745 4.862959400764675 18.147396087646484 0.9438317 0.15985444 -3.013479 -3.1084862 10.931375423183592 4.614251829474059 15.4811429977417 0.8680775
ID_39923f00a,0.15059134 -3.0251515 -3.126064 36.63976669185131 9.05745310777769 55.68045425415039 0.73299146 0.09700173 -0.3054023 -3.1339476 37.325903091017636 8.63730544816481 51.897769927978516 0.856719 0.15234107 -3.0241635 -3.1261168 26.451165767368295 16.203423059722226 95.20784759521484 0.9649517 0.12066689 -3.1051524 -3.1238403 6.581733346761297 11.12250540769925 61.29037094116211 0.84535855 0.17550097 -0.046832506 -3.0782256 -1.2878273257889425 6.377451832439963 31.256357192993164 0.9889783 0.16103366 -3.0192528 -3.1263795 2.3124408481145906 4.68879716857197 20.691810607910156 0.99909127 0.08336447 -3.132642 -3.1217089 -8.153011698295412 4.745694030793297 18.763097763061523 0.8475224
ID_d0e3e2e2b,0.15492737 -0.13180129 -3.103921 42.736631849834126 9.831877243837411 64.94569396972656 0.5414888 0.15366416 0.022619864 -3.0863163 -3.0600641960984163 12.919259215285308 74.2696304321289 0.5888597 0.14756739 0.0037385498 -3.112619 16.804766469494425 16.48639659707122 94.7762222290039 0.97334504 0.3079375 3.111736 -3.0876107 -8.464789392216513 9.58592810735383 51.75062561035156 0.9289384 0.16333635 0.12156454 -3.1101732 -8.428300221962402 11.740363632792054 63.381568908691406 0.9328559 0.1538266 -0.029594926 -3.0909092 1.6848756311257063 9.431122980992292 50.914894104003906 0.9799984 0.122206435 3.1294775 -3.1076782 -8.143782920013116 10.535611008678963 55.745784759521484 0.53893274 0.29910725 0.1877733 -3.0861638 -8.70671721501267 8.096926925146512 42.00639343261719 0.94039077 0.17564197 3.1282396 -3.109897 -8.445084297716337 6.748190749572327 33.0733757019043 0.6248918 0.11729495 -3.1413884 -3.1228118 -8.119024474057742 5.580644644072674 26.37873077392578 0.95709276 0.13263823 0.15817444 -3.0957773 -8.390076241024131 5.1025733113523835 23.290908813476562 0.99517435 0.12103705 0.1249817 -3.0827742 -10.048079764856329 5.101738274103145 22.894092559814453 0.974309 0.13344379 3.138084 -3.1201403 -9.448295340344288 4.067783798934835 16.32558250427246 0.99065596 0.09674795 0.033651885 -3.108431 -9.028355821632038 3.6351018197505187 13.377581596374512 0.9887304
ID_b84c97d23,0.15644597 3.1305025 -3.1061862 6.831749531491724 21.1617699796047 124.34203338623047 0.8593476 0.15769684 0.01396963 -3.093143 7.943348404473042 16.03354381757522 88.3525619506836 0.931537 0.1201812 0.10888235 -3.1084924 15.934443506149478 14.844945299870801 81.80281066894531 0.86794657 0.20026433 0.108113475 -3.0699015 6.168968879056251 10.85706004481483 57.44662857055664 0.97891176 0.19098318 -0.01885534 -3.073021 0.08861359492432541 6.831413615594624 35.440982818603516 0.9863846 0.14981318 0.038741942 -3.1005096 16.353957169071855 8.819587198772204 43.225440979003906 0.9687262 0.12138438 0.08410141 -3.1088288 2.0178489445351566 6.272865122311025 29.65073585510254 0.80343753
ID_809da36d7,0.19258578 0.044563513 -3.1357844 -0.988043260001394 4.464346141009404 18.191715240478516 0.815965 0.16419607 -0.24019597 -3.1119144 18.053387805818424 7.061066721108141 26.72527503967285 0.8017778 0.16630255 0.06988504 -3.0817177 -0.9784391687661689 4.593349941651541 16.673282623291016 0.999178 0.15000072 -3.0018811 -3.1155512 9.69243348940472 5.286677324991679 19.189973831176758 0.8488559 0.16923463 -0.09825376 -3.106026 12.555640627668474 6.288899712885602 22.520484924316406 0.78782797 0.13805664 -0.019383669 -3.105213 12.499102170282118 5.903675406717916 20.060365676879883 0.9808251
ID_7bdf4be87,0.11296989 0.0028510655 -3.0933568 -39.57637671506514 13.311817389105641 90.1729736328125 0.7578105 0.16727929 0.013153986 -3.0869446 -24.024136457662042 7.487555265290609 46.02954864501953 0.77455384 0.15427224 3.1333725 -3.1216893 -18.43716248105065 20.529730702324855 126.20597839355469 0.5572711 0.15366928 3.1169217 -3.1077123 -19.25295414585949 10.351905227975386 60.82558059692383 0.8210091 0.15742493 0.128947 -3.1012003 -10.690458735008306 16.372496390146623 96.20128631591797 0.8955613 0.12205444 0.023015324 -3.0939884 -4.7842015571434615 13.198604729184936 75.87551879882812 0.82716894 0.1580965 0.045151502 -3.1116316 -10.182165478711308 8.384448146059562 46.202354431152344 0.7282387 0.17728615 0.065774456 -3.0814736 35.71164632604511 12.612771602367829 69.50245666503906 0.77133787 0.12811665 0.069028795 -3.0993967 -5.763712306792918 8.942466696890897 46.39300537109375 0.88937575 0.18519293 -0.023617025 -3.076558 -2.6082557442730625 7.973467018374436 41.36589050292969 0.9670894 0.16763401 0.11993134 -3.0858061 7.923235660686032 10.108250454940716 52.44102478027344 0.9055771 0.15351307 0.11119416 -3.082462 3.941070199471824 9.542097931306166 48.556488037109375 0.7799423 0.14177115 3.1348073 -3.1149197 -6.930698284280835 5.628688558405866 28.104633331298828 0.54370236 0.13154088 0.009973515 -3.0800939 -4.338436416900576 5.457871567723878 27.251726150512695 0.98225176 0.112987995 0.016778728 -3.1073582 11.158565300648434 10.749289690728396 53.672332763671875 0.5979256 0.1076597 0.040000197 -3.1093545 12.513468389749008 10.70441121450736 53.44824981689453 0.7112182 0.13983238 0.011517608 -3.0895987 0.7188467625178063 7.340436830593795 35.976016998291016 0.9922611 0.15417711 0.12563656 -3.0922208 -5.919043650558201 5.6706192394165065 26.335865020751953 0.59915876 0.15991795 0.14043924 -3.0873473 3.88685316592624 6.383398338151181 28.17013931274414 0.7483777 0.14755929 0.021502044 -3.08879 10.73459483497896 6.112397663947625 26.533838272094727 0.9860139 0.12824415 0.01012003 -3.105332 -3.749264609600429 3.5324044344751986 13.966102600097656 0.99401087 0.10026479 0.104155295 -3.085295 2.5905189151674026 3.3858510696950024 12.460310935974121 0.9891004 0.2001438 -0.09456722 -3.070568 -3.922454860767928 2.45311349989868 8.127816200256348 0.9981597
ID_97aa6e32b,0.11749296 -0.0019196786 -3.1138089 -19.76898677973822 7.792595838164765 47.90477752685547 0.8759158 0.1755415 0.031578224 -3.0970135 -23.090616832006095 12.032773978798566 73.97116088867188 0.8746225 0.12391333 0.04731031 -3.0954618 -3.5146631244123228 17.61233576896872 108.27136993408203 0.63407624 0.17885248 0.005043545 -3.0856926 -18.52755210527542 12.503988215087091 75.13096618652344 0.95226705 0.17812471 -0.030723684 -3.0819242 -19.279737747264573 5.058413331202633 29.72215461730957 0.97016954 0.1649444 -0.01824155 -3.0881894 -2.899157813138544 10.316124283033766 58.049827575683594 0.9550425 0.19105373 -0.10000037 -3.0734625 -2.742631083627959 7.219851793313019 38.201515197753906 0.9860925 0.17814432 -0.051457185 -3.0758157 -2.957317797301794 4.650170330072026 20.867677688598633 0.99770665 0.21664678 0.16399392 -3.0972452 -7.17758634171895 2.9237724444917497 9.809464454650879 0.99267685
ID_d959d6a90,0.19185834 0.026275847 -3.0853226 -8.409056780994113 13.998188305530306 78.76915740966797 0.59710836 0.16194819 -0.030770462 -3.0913792 -7.512179379694345 14.953848818301381 84.1467514038086 0.86036086 0.2095512 0.022496182 -3.076058 -6.853867024796543 18.065075258257295 101.65392303466797 0.72610426 0.1820286 0.09818694 -3.0902255 -11.656946667217401 9.995266911389265 55.07874298095703 0.671064 0.13232838 3.1408134 -3.1161509 -7.256979584305263 9.485289441822005 51.20731735229492 0.90401185 0.072478056 0.10029474 -3.1204505 6.061971149564513 16.49982174128948 89.07599639892578 0.6104657 0.2061678 3.127332 -3.1152256 -6.2430376594650205 7.500530881787476 38.16764831542969 0.9294734 0.17219079 -0.05579622 -3.0976918 3.9876727109265033 11.027201308771957 55.059974670410156 0.5552995 0.18063474 -3.1148882 -3.10128 7.641380401345906 8.843497488334968 41.071556091308594 0.9837457 0.20699608 0.08048737 -3.0678656 0.5392456533452439 5.017918118138706 22.14423179626465 0.9969553 0.19313693 0.0751818 -3.0664396 4.795751341589 4.607411321241743 14.715492248535156 0.9965006
ID_2e07c51ae,0.16282062 3.1339612 -3.124862 -9.901950775616129 12.524482652759026 76.99392700195312 0.958703 0.24752723 3.1187053 -3.1092584 -12.233222900699591 9.086722869138065 53.391639709472656 0.87786424 0.12256013 0.09228804 -3.0878036 -9.801052644049278 10.773486172861617 63.30270004272461 0.9673246 0.15402545 0.1502115 -3.0977612 -10.273354307133161 6.249862011891015 35.92891311645508 0.9050079 0.0988227 0.054077238 -3.1216002 -2.149338730448598 7.032636745047931 39.573326110839844 0.8588357 0.19036865 0.013516279 -3.0735161 3.108188243507904 8.28828188668674 45.67243194580078 0.5488107 0.158787 3.1347566 -3.1258001 -10.852758903363931 5.513687759724419 29.76621437072754 0.98098546 0.12808488 -3.141188 -3.1267273 -10.933701774957946 6.398448427591941 34.542686462402344 0.95868915 0.10563421 -0.043603893 -3.1046827 9.819345448876653 7.926583164511932 41.940956115722656 0.9607797 0.23609029 -0.020208128 -3.095193 -0.8773129403373439 6.019860539109825 31.23069190979004 0.8017552 0.17941213 0.0967516 -3.0717618 9.550342778072896 5.917528764539139 30.112289428710938 0.52961546 0.23315012 0.010953042 -3.0544987 2.7836510903444562 5.7576579920966395 28.21870231628418 0.93809295 0.1527003 -0.104591094 -3.0918674 10.244802021173971 5.759857897295095 27.71858024597168 0.7107997 0.14517868 -0.0012379218 -3.0876698 12.37891355712901 5.794866452123767 27.887054443359375 0.883064 0.22269861 3.122079 -3.1234531 -10.18551328492088 4.499472425911254 20.19141960144043 0.99632156 0.22355567 -0.08444207 -3.0514255 -0.5147906758939396 4.083687339090847 18.325580596923828 0.9939805 0.1876288 -3.0221102 -3.104241 5.788491696805107 3.590255487269909 12.199491500854492 0.9230223
ID_8d63ecef6,0.14908276 -3.1058488 -3.107521 17.500986691629386 8.565057010067441 50.32644271850586 0.9901356 0.15204239 0.08459472 -3.0849478 15.876843604911443 7.115644392458702 38.41454315185547 0.99493885 0.10856837 0.14952935 -3.1037543 3.0946735883727605 6.634912626780409 34.421546936035156 0.9988404 0.23154281 3.1284301 -3.0745628 -12.789580895117645 6.026598997563948 30.66731071472168 0.93904066
ID_c60214cee,0.11727767 -0.0055820392 -3.1070793 -25.100586588115583 11.347933520047093 71.41211700439453 0.83911973 0.14545034 0.002574508 -3.0952609 -22.724942901151756 12.928196323918328 79.47574615478516 0.93954486 0.16474293 0.013772739 -3.083974 -10.954742030206965 12.97433403634426 79.7593765258789 0.5208684 0.16410188 -0.00708078 -3.0902345 -6.856430892733783 13.439929109445515 80.75462341308594 0.87196904 0.22401683 0.03811741 -3.0756125 -1.7223003292757824 9.628290550936583 53.05652618408203 0.91569406 0.17736481 -0.044312052 -3.0851161 -6.796483929778653 6.747271700859169 35.004459381103516 0.9910545 0.20256542 -0.017459048 -3.0697732 -1.5996513523547584 5.176382602105644 25.369829177856445 0.98821706
ID_ff99f8c4b,0.1741032 -0.01620599 -3.0931537 38.54465311096716 13.462276087827512 82.75898742675781 0.7182184 0.18322659 0.009533013 -3.0824046 3.156286161488488 6.634979732608436 35.10685348510742 0.9761988 0.107509255 -0.0139886085 -3.1060193 10.085941438740988 7.743133071903017 39.40216827392578 0.97425336 0.15009105 0.07866079 -3.0700812 4.016525893814313 3.7307776873551877 12.841073036193848 0.9895746
ID_cd39edcb7,0.19598007 0.11054607 -3.0757432 1.6609151469094385 15.084627150648622 83.12357330322266 0.8968655 0.12457013 0.09130029 -3.1052368 5.2728054661205945 13.212001843004082 72.80450439453125 0.6228003 0.20848332 0.005559214 -3.0660827 -4.3320953927144785 9.171008785084993 48.52543258666992 0.8930393 0.13678764 3.1372921 -3.12448 -10.311067430205247 6.876309004155768 34.99119567871094 0.9841458 0.2069876 -0.011716193 -3.064259 -4.437565258532949 6.910504537203035 34.50487518310547 0.9863961 0.17322145 -0.04598726 -3.074665 -0.5781783761641108 7.729662405083722 38.59501647949219 0.9902816 0.17560874 3.1317878 -3.125518 -11.427388236936014 4.0067173030388545 17.98017692565918 0.9968796
ID_b331790cc,0.11570501 -0.020965153 -3.1295943 3.9345046627781244 18.269332242644836 105.02587890625 0.5370809 0.21269517 3.1247861 -3.1180298 -10.599912832552675 10.624650005256981 58.54694747924805 0.97726977 0.1501597 3.1384692 -3.1244318 -10.182819702132242 11.607513813096972 63.9630012512207 0.572641 0.19661617 0.036404744 -3.0806863 4.210268540344302 13.906127350095076 76.62947082519531 0.7174132 0.14078748 0.07417169 -3.0922 4.181561736474727 10.911958556373541 57.73710632324219 0.9610245 0.12802942 3.1393762 -3.122366 -10.967504007649826 8.028483869626626 40.85422134399414 0.9895064 0.18566346 0.034172338 -3.0844867 5.049536554579802 9.240598242655892 47.02225875854492 0.9530423 0.11992471 3.132828 -3.1122103 -9.7322802627574 5.976579277656935 28.761524200439453 0.9941943 0.24571943 0.044682536 -3.070469 5.341385009071473 8.588292218109913 41.33005905151367 0.9489658 0.22993974 3.1205795 -3.1195679 -8.663484767825963 4.472958777152311 20.773611068725586 0.98803663 0.1648017 3.136612 -3.1172655 -10.034125256163051 5.467071134806485 25.390533447265625 0.54105747 0.24957763 3.1194828 -3.126512 -9.15721851484997 3.6642788278189595 16.4434814453125 0.9976037 0.21682036 0.07602579 -3.0663009 5.041987522362973 6.199148249143825 26.478153228759766 0.9609065 0.14666831 0.08400845 -3.0830538 5.293072318301299 4.82292777672431 19.356266021728516 0.9948778 0.15011226 3.140492 -3.11772 -7.042446151780354 2.656013267710744 9.51115608215332 0.98092616 0.1445831 0.18271676 -3.064263 6.386980526603956 4.196070664424161 14.826414108276367 0.99593604
ID_167c6d29a,0.16832386 3.128966 -3.097362 -10.056512741875537 9.453299018587323 55.545562744140625 0.74261045 0.17907403 3.129609 -3.1215594 -15.102450422525244 8.784870095359793 50.50204849243164 0.909105 0.19018184 3.1309278 -3.128306 -14.138049042749046 6.357661815937508 35.775177001953125 0.9347701 0.14022863 0.07050109 -3.1029422 10.06832652293069 14.242100090242971 75.35747528076172 0.66317236 0.12268531 -0.041671257 -3.106948 26.55966365901989 10.579047787841652 55.975616455078125 0.903306 0.19673036 3.1286194 -3.1179311 -13.168415714583642 5.1660545183664155 26.80119514465332 0.95718384 0.1482116 0.04338043 -3.083435 10.451084546461729 12.268602498200018 63.648807525634766 0.8030624 0.16776562 0.16927812 -3.0810893 11.180932843269176 11.279918600776057 57.39966583251953 0.5357728 0.16230953 0.09227346 -3.0886354 12.376656420144606 10.791444261292256 54.91398620605469 0.6118634 0.20079756 0.014202506 -3.0755427 27.629427392492936 9.371539045652852 47.68857192993164 0.81049246 0.13437067 3.1383998 -3.1167004 -16.404405074742076 4.9975379054795965 24.953231811523438 0.8202003 0.12155157 -0.010087229 -3.1251135 13.805236875425933 9.981648403397102 48.9207878112793 0.51215786 0.12724018 0.010291769 -3.0999217 25.943724508349327 8.474021067334142 40.78014373779297 0.7702244 0.16068755 0.04255084 -3.0948246 -1.284243829944824 5.0912928302428675 23.64531898498535 0.9805381 0.18015663 0.11289056 -3.1001916 -14.427974466555863 4.663190127481339 20.578805923461914 0.6124481 0.16953094 -3.0144496 -3.126636 17.27634763627036 7.36949271295688 31.99087142944336 0.8930283 0.11241947 -3.140308 -3.124309 -9.144424497426455 3.7663149911572873 15.11567211151123 0.99268484 0.16636789 0.09317066 -3.0848794 13.153478882155333 5.20610160096663 19.988983154296875 0.9941968
ID_a2dd063fe,0.14216605 -3.067347 -3.1105556 55.02412849968836 15.691898178529541 90.20884704589844 0.9411843 0.15245557 0.02766799 -3.0962932 3.557527400742039 13.683472708178776 76.99822235107422 0.740274 0.16550183 -0.039288085 -3.099769 21.74885848309468 13.91169439368538 78.2824478149414 0.9291774 0.15965152 -0.25870484 -3.117344 41.70232740714816 10.522260311061956 57.982730865478516 0.97632366 0.1394825 -3.0575943 -3.1259527 14.397234958704836 12.066494384024054 65.14221954345703 0.94965816 0.16422513 0.100895666 -3.0969892 23.549997503388354 12.186297294247119 64.4798583984375 0.95165205 0.16800784 3.1337469 -3.123245 -4.376505308026992 4.376891404006328 18.399274826049805 0.9954204 0.17406736 3.128783 -3.0941904 -8.520002805958558 3.907853484723473 15.92406940460205 0.8124455 0.26207146 3.1165364 -3.1197524 -4.270497691336731 3.125517673848222 12.000518798828125 0.9972459 0.107512936 -0.013326628 -3.0912263 -1.0415180497843473 3.5615487224768128 13.674673080444336 0.98643804 0.14565037 3.1336212 -3.1012294 -6.100057513521058 3.2802178994673987 12.415224075317383 0.9661145 0.14378463 3.136524 -3.1183224 -3.446518865970389 2.21702792708353 6.1888628005981445 0.99877185
ID_0a5908893,0.16205989 0.06948773 -3.076597 -4.290392970378697 15.912730708349784 85.90652465820312 0.8804526 0.16041958 0.13442342 -3.0789106 0.20714492879776003 15.657679554638207 82.8475570678711 0.8892947 0.17443866 3.1172652 -3.1059537 -5.113213612055333 11.040027748042796 57.27503204345703 0.72520363 0.11386441 -0.072146095 -3.09769 -9.171111879792782 9.02800464315758 44.246910095214844 0.74444324 0.14231431 0.02036807 -3.0855448 1.7374036758484266 10.712394496765896 52.502227783203125 0.9754043 0.17596136 0.031928718 -3.0818186 -3.387543501036834 6.951789510198697 31.731733322143555 0.9797363 0.06832422 0.02674272 -3.0959492 -8.005633652380311 7.108244098215064 31.898303985595703 0.98870075
ID_30f38ce51,0.17445679 0.09455328 -3.0894394 -9.774950386730517 13.390561804602605 78.6800765991211 0.86670196 0.1888351 3.0943086 -3.1005282 -6.918583356107241 10.105964441101676 55.68873977661133 0.6100946 0.21060808 3.114284 -3.1176605 -4.54230477476829 7.728678382698302 39.32861328125 0.6411822 0.14409643 -3.1097596 -3.1077147 8.181495403716355 8.641688938184977 43.974613189697266 0.7426144 0.1424681 0.012907454 -3.1041498 11.979357722209365 7.564629223332847 37.77098846435547 0.5199518 0.1437414 -3.0716667 -3.1071467 13.644149160677514 7.008122205337035 33.72569274902344 0.51900923 0.14548104 3.1341455 -3.1038423 -3.888340654374616 5.731034864450244 26.616451263427734 0.95418864 0.13685654 3.136495 -3.1029394 -3.7097588048424726 4.23567008128669 17.528505325317383 0.9908522 0.14168768 3.1361365 -3.1233528 -4.092134424419496 3.013683472742658 11.090692520141602 0.9957136
ID_4e16a81ba,0.153459 0.0009621607 -3.0913994 -4.36506130261639 13.218837403514001 74.38367462158203 0.6912519 0.14787535 -0.0011150374 -3.0758572 -1.8262772528224929 13.971457493703674 76.98947143554688 0.95627177 0.08566618 -0.039243855 -3.1210883 10.404896819959689 15.215898910294285 80.51001739501953 0.8136835 0.1628878 0.045502037 -3.0812383 -3.0608994834301164 5.412902535541555 27.544418334960938 0.98368824 0.16912615 0.07495607 -3.0926077 6.38495286069454 7.87081283559003 37.877281188964844 0.91339344 0.11873454 -0.036621984 -3.1133041 12.188491916872088 9.72842036411356 46.81678009033203 0.97175926 0.104091644 -0.046127833 -3.1176803 14.672824936495402 10.209479422117262 48.2584228515625 0.51263565 0.14352214 0.16095233 -3.0754774 6.554805806666696 7.086603161416473 32.912071228027344 0.99396694 0.11445892 -0.023516469 -3.1154523 13.56994274033081 8.96559366026328 41.63860321044922 0.6626943 0.12074268 0.014653224 -3.0881913 8.52042093636016 5.357259607588745 22.520479202270508 0.98704845 0.1591867 -0.08451625 -3.078978 -2.8244485830857515 3.515199630047576 14.546977043151855 0.9807294 0.12382305 -0.16212557 -3.1129296 7.099333264626839 4.029751659706335 14.430499076843262 0.99727124
ID_dc61b4ca6,0.2168269 3.1235886 -3.1212175 -20.882053086476642 7.739570853436604 47.57880783081055 0.84605336 0.22651194 3.126765 -3.1200318 -23.079190746240904 11.037637607329131 64.85479736328125 0.5590977 0.27133304 0.0822741 -3.101969 -13.5467551602521 10.062402272604487 59.1245231628418 0.58642966 0.2559722 3.0834043 -3.087221 -12.700922997212693 11.132902038461268 65.41455078125 0.93830866 0.13710563 0.16809559 -3.0981314 -10.350560620589832 10.76954473816663 63.279541015625 0.6904185 0.205353 0.018737774 -3.075281 -8.935553100425167 12.967320228271198 74.5459213256836 0.8640759 0.15977578 3.1340454 -3.109633 -17.474397641479488 9.297382355983963 52.31726837158203 0.8701117 0.21573423 0.09906881 -3.1027613 -4.856961147104116 9.872937996595347 54.4046516418457 0.9458897 0.13058364 0.13192722 -3.098501 9.445644755448043 13.263377370467403 73.08760833740234 0.8143255 0.20825951 -3.0960135 -3.1005762 -0.30186622782947836 9.142521715506156 48.37470245361328 0.97562206 0.16469419 0.013094278 -3.0786307 3.319301983061166 9.401527342356282 48.77458572387695 0.78439164 0.17458938 -0.007635077 -3.0780501 -1.419076553683471 4.845972323934387 22.505985260009766 0.9981198
ID_fcb0e50a9,0.11997557 0.045144893 -3.1173186 13.608067241379104 12.674489025809962 95.59716796875 0.87410736 0.10865027 -3.019081 -3.1301358 7.329696133156972 16.848676800413784 123.57563018798828 0.9784977 0.11588034 -3.0835476 -3.1291206 27.74932785475042 13.620718457504054 89.97335815429688 0.8062264 0.17438906 -0.047513492 -3.0951428 34.076369899354134 14.650674752030753 94.43098449707031 0.9688116 0.15980172 -3.1353714 -3.091588 19.294740375633964 12.186141441870625 76.68692779541016 0.9968997 0.15201776 0.033859473 -3.0895116 -7.277029216554332 13.22524228333755 77.70869445800781 0.97522223 0.19256532 -0.040633917 -3.0943248 23.227234010656275 8.733398665825192 51.315582275390625 0.98254126 0.17230445 -0.10272648 -3.0849137 21.09317315873372 7.040000356106415 37.2498893737793 0.99706334 0.07272492 0.035260264 -3.087754 -6.087796271937105 7.174049710134106 37.21855926513672 0.970063 0.14025366 -0.09893242 -3.1062624 20.49645717856572 6.131609517390835 27.987987518310547 0.99571735 0.17381369 0.17840862 -3.0783017 -4.812691140548143 2.7180126212867677 8.379056930541992 0.9890617
ID_1ae5d76da,0.13458943 0.09350485 -3.0999105 15.254546353638318 13.645775310373622 81.99146270751953 0.8087504 0.19012795 3.1285791 -3.122265 -6.993245545494638 11.183531014731237 62.930809020996094 0.95800006 0.10272358 0.024354301 -3.1017847 -1.4521552083185512 10.879108211870893 61.21779251098633 0.9056242 0.119314834 0.08093847 -3.10064 -9.138027488378093 11.021665687983301 60.73469543457031 0.504022 0.17598034 3.102253 -3.0891166 2.4536331328307455 6.949623476302563 36.05424880981445 0.9901958 0.18116093 -0.09044961 -3.0934393 35.18305688490673 12.209931894871382 62.13218688964844 0.9127818 0.13447797 -0.20079556 -3.1359394 20.80400846955051 8.781174989011781 43.84532928466797 0.6746336 0.11940318 -0.17244457 -3.1240797 29.380288040476486 9.406738494780441 42.93745040893555 0.9959181 0.22921096 0.17514816 -3.060237 -8.755249464712502 3.2997208819758406 13.871139526367188 0.9983987
ID_70b3578fe,0.21368478 0.053364754 -3.1128955 -3.6101682082773294 10.119605924570479 53.54462814331055 0.9175842 0.15592985 0.018711751 -3.094334 -1.7156888566184847 10.187632769091692 52.85285568237305 0.97206444 0.12812911 0.10937225 -3.104277 -5.108839999677308 8.23572448575046 41.1218376159668 0.9630647 0.07039225 0.02097314 -3.1404111 1.0998687407482421 9.045740413512306 45.16633224487305 0.98054206 0.14246869 -0.05694858 -3.10597 43.625467229365 12.222350686771783 61.02748107910156 0.5640026 0.18549238 3.1326861 -3.1198275 -8.604973643149302 5.256555042279352 25.762760162353516 0.5474698 0.18958771 0.090953596 -3.0873718 4.521760935916205 8.955964680119877 43.893836975097656 0.9724046 0.15913332 0.07449039 -3.0831497 8.169342584910751 9.63831753370011 47.23809814453125 0.9120217 0.22052841 0.05954803 -3.1053731 -8.71644448748286 4.453631756772129 20.68385124206543 0.7592067 0.13560116 0.00394434 -3.1101284 11.82944528818934 7.612672888302562 33.594966888427734 0.8315194 0.12548491 -2.9692266 -3.1320593 12.411131240140733 6.804650523173603 30.029138565063477 0.84751385 0.17789903 -3.0546498 -3.1079547 13.592565031951445 6.253578796290515 27.146703720092773 0.985487 0.16757748 -3.0091531 -3.1056876 20.418349486951264 7.863617763857725 32.54206848144531 0.9832877 0.0908823 -0.14790511 -3.1296856 14.521613913250928 5.377849421208893 20.0688419342041 0.9928564
